39.7862 	WARNING 	User requested fullscreen with size [1280  800], but screen is actually [2560, 1440]. Using actual size
42.4099 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017E18DA2CD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017E18DA2C70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017E18DA2AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017E1922D910>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
42.4100 	EXP 	window1: mouseVisible = True
42.4101 	EXP 	window1: backgroundImage = ''
42.4101 	EXP 	window1: backgroundFit = 'none'
42.4130 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
42.4131 	EXP 	window1: recordFrameIntervals = False
42.5090 	EXP 	window1: recordFrameIntervals = True
42.6193 	EXP 	Screen (0) actual frame rate measured at 99.90Hz
42.6193 	EXP 	window1: recordFrameIntervals = False
42.6195 	EXP 	window1: mouseVisible = False
45.7423 	EXP 	ASRT_motor: status = STARTED
45.7427 	EXP 	window1: mouseVisible = True
45.9486 	EXP 	Created spaceship = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='images/spaceship.jpg', interpolate=True, mask=None, maskParams=None, name='spaceship', opacity=0.3, ori=0.0, pos=array([0., 0.]), size=array([128.,  64.]), texRes=128.0, units='deg', win=Window(...))
45.9491 	EXP 	window1: mouseVisible = True
